#z n 
33 32 p
33 33 p
33 34 p
33 35 p
33 36 p
33 37 p
33 38 p
33 39 p
33 40 p
33 41 p
33 42 s
33 43 n
33 44 n
33 45 n
33 46 n
33 47 n
33 48 n
33 49 n
33 50 n
33 51 n
33 52 n
33 53 n
33 54 n
33 55 n
33 56 n
33 57 n
33 58 n
34 31 p
34 32 p
34 33 p
34 34 p
34 35 p
34 36 p
34 37 p
34 38 p
34 39 p
34 40 s
34 41 p
34 42 s
34 43 s
34 44 s
34 45 n
34 46 s
34 47 n
34 48 s
34 49 n
34 50 n
34 51 n
34 52 n
34 53 n
34 54 n
34 55 n
34 56 n
34 57 n
34 60 n
34 61 n
35 35 p
35 36 p
35 37 p
35 38 p
35 39 p
35 40 p
35 41 p
35 42 p
35 43 p
35 44 s
35 45 n
35 46 s
35 47 n
35 48 n
35 49 n
35 50 n
35 51 n
35 52 n
35 53 n
35 54 n
35 55 n
35 56 n
35 57 n
35 58 n
35 59 n
35 60 n
35 61 n
35 62 n
35 63 n
36 33 p
36 34 p
36 35 p
36 36 p
36 37 p
36 38 p
36 39 p
36 40 p
36 41 p
36 42 s
36 43 p
36 44 s
36 45 p
36 46 s
36 47 s
36 48 s
36 49 n
36 50 s
36 51 n
36 52 n
36 53 n
36 54 n
36 55 n
36 56 n
36 57 n
36 58 n
36 59 n
36 60 n
36 61 n
36 62 n
36 63 n
36 64 n
36 65 n
37 37 p
37 38 p
37 39 p
37 40 p
37 41 p
37 42 p
37 43 p
37 44 p
37 45 p
37 46 p
37 47 p
37 48 s
37 49 n
37 50 s
37 51 n
37 52 n
37 53 n
37 54 n
37 55 n
37 56 n
37 57 n
37 58 n
37 59 n
37 60 n
37 61 n
37 62 n
37 63 n
37 64 n
37 65 n
37 66 n
38 35 p
38 36 p
38 37 p
38 38 p
38 39 p
38 40 p
38 41 p
38 42 p
38 43 p
38 44 p
38 45 p
38 46 s
38 47 p
38 48 s
38 49 s
38 50 s
38 51 n
38 52 n
38 53 n
38 54 n
38 55 n
38 56 n
38 57 n
38 58 n
38 59 n
38 60 n
38 61 n
38 62 n
38 63 n
38 64 n
38 65 n
38 66 n
38 67 n
38 68 n
38 69 n
39 37 p
39 38 p
39 39 p
39 40 p
39 41 p
39 42 p
39 43 p
39 44 p
39 45 p
39 46 p
39 47 p
39 48 p
39 49 p
39 50 s
39 51 n
39 52 n
39 53 n
39 54 n
39 55 n
39 56 n
39 57 n
39 58 n
39 59 n
39 60 n
39 61 n
39 62 n
39 63 n
39 64 n
39 65 n
39 66 n
39 67 n
39 68 n
39 69 n
39 70 n
